20200207,1.0,0.9869156138283913,1.548757
20200507,1.0,0.9706913937725198,1.558317
20200807,1.0,0.9554102964043378,1.558317
20201109,1.0,0.9393746231070453,1.558317
20210209,1.0,0.9246531851436931,1.558317
20210507,1.0,0.9125501767938722,1.567878
20210809,1.0,0.9003895783746184,1.567878
20211104,0.9560229445506692,0.9003895783746184,1.0
20211109,0.9560229445506692,0.8865503021204297,1.64
20220210,0.9560229445506692,0.8743635898751743,1.64
20220509,0.9560229445506692,0.8624978011200586,1.65
20220809,0.9560229445506692,0.8504949546104031,1.65
20221109,0.9560229445506692,0.8394728468641521,1.65
20230209,0.9560229445506692,0.8284331066087238,1.65
20230509,0.9560229445506692,0.8164973306778042,1.66
20230809,0.9560229445506692,0.8066074872340989,1.66
20231109,0.9560229445506692,0.7972191111738459,1.66
20240208,0.9560229445506692,0.7899061889500737,1.66
20240509,0.9560229445506692,0.7819030568417709,1.67
20240809,0.9560229445506692,0.7750825913116577,1.67
