19860313,MSFT,MSFT
19860314,MSFT,MSFT
19860317,MSFT,MSFT
19860318,MSFT,MSFT
19860319,MSFT,MSFT
19860320,MSFT,MSFT
19860321,MSFT,MSFT
19860324,MSFT,MSFT
19860325,MSFT,MSFT
19860326,MSFT,MSFT
19860327,MSFT,MSFT
19860331,MSFT,MSFT
19860401,MSFT,MSFT
19860402,MSFT,MSFT
19860403,MSFT,MSFT
19860404,MSFT,MSFT
19860407,MSFT,MSFT
19860408,MSFT,MSFT
19860409,MSFT,MSFT
19860410,MSFT,MSFT
19860411,MSFT,MSFT
19860414,MSFT,MSFT
19860415,MSFT,MSFT
19860416,MSFT,MSFT
19860417,MSFT,MSFT
19860418,MSFT,MSFT
19860421,MSFT,MSFT
19860422,MSFT,MSFT
19860423,MSFT,MSFT
19860424,MSFT,MSFT
19860425,MSFT,MSFT
19860428,MSFT,MSFT
19860429,MSFT,MSFT
19860430,MSFT,MSFT
19860501,MSFT,MSFT
19860502,MSFT,MSFT
19860505,MSFT,MSFT
19860506,MSFT,MSFT
19860507,MSFT,MSFT
19860508,MSFT,MSFT
19860509,MSFT,MSFT
19860512,MSFT,MSFT
19860513,MSFT,MSFT
19860514,MSFT,MSFT
19860515,MSFT,MSFT
19860516,MSFT,MSFT
19860519,MSFT,MSFT
19860520,MSFT,MSFT
19860521,MSFT,MSFT
19860522,MSFT,MSFT
19860523,MSFT,MSFT
19860527,MSFT,MSFT
19860528,MSFT,MSFT
19860529,MSFT,MSFT
19860530,MSFT,MSFT
19860602,MSFT,MSFT
19860603,MSFT,MSFT
19860604,MSFT,MSFT
19860605,MSFT,MSFT
19860606,MSFT,MSFT
19860609,MSFT,MSFT
19860610,MSFT,MSFT
19860611,MSFT,MSFT
19860612,MSFT,MSFT
19860613,MSFT,MSFT
19860616,MSFT,MSFT
19860617,MSFT,MSFT
19860618,MSFT,MSFT
19860619,MSFT,MSFT
19860620,MSFT,MSFT
19860623,MSFT,MSFT
19860624,MSFT,MSFT
19860625,MSFT,MSFT
19860626,MSFT,MSFT
19860627,MSFT,MSFT
19860630,MSFT,MSFT
19860701,MSFT,MSFT
19860702,MSFT,MSFT
19860703,MSFT,MSFT
19860707,MSFT,MSFT
19860708,MSFT,MSFT
19860709,MSFT,MSFT
19860710,MSFT,MSFT
19860711,MSFT,MSFT
19860714,MSFT,MSFT
19860715,MSFT,MSFT
19860716,MSFT,MSFT
19860717,MSFT,MSFT
19860718,MSFT,MSFT
19860721,MSFT,MSFT
19860722,MSFT,MSFT
19860723,MSFT,MSFT
19860724,MSFT,MSFT
19860725,MSFT,MSFT
19860728,MSFT,MSFT
19860729,MSFT,MSFT
19860730,MSFT,MSFT
19860731,MSFT,MSFT
19860801,MSFT,MSFT
19860804,MSFT,MSFT
19860805,MSFT,MSFT
19860806,MSFT,MSFT
19860807,MSFT,MSFT
19860808,MSFT,MSFT
19860811,MSFT,MSFT
19860812,MSFT,MSFT
19860813,MSFT,MSFT
19860814,MSFT,MSFT
19860815,MSFT,MSFT
19860818,MSFT,MSFT
19860819,MSFT,MSFT
19860820,MSFT,MSFT
19860821,MSFT,MSFT
19860822,MSFT,MSFT
19860825,MSFT,MSFT
19860826,MSFT,MSFT
19860827,MSFT,MSFT
19860828,MSFT,MSFT
19860829,MSFT,MSFT
19860902,MSFT,MSFT
19860903,MSFT,MSFT
19860904,MSFT,MSFT
19860905,MSFT,MSFT
19860908,MSFT,MSFT
19860909,MSFT,MSFT
19860910,MSFT,MSFT
19860911,MSFT,MSFT
19860912,MSFT,MSFT
19860915,MSFT,MSFT
19860916,MSFT,MSFT
19860917,MSFT,MSFT
19860918,MSFT,MSFT
19860919,MSFT,MSFT
19860922,MSFT,MSFT
19860923,MSFT,MSFT
19860924,MSFT,MSFT
19860925,MSFT,MSFT
19860926,MSFT,MSFT
19860929,MSFT,MSFT
19860930,MSFT,MSFT
19861001,MSFT,MSFT
19861002,MSFT,MSFT
19861003,MSFT,MSFT
19861006,MSFT,MSFT
19861007,MSFT,MSFT
19861008,MSFT,MSFT
19861009,MSFT,MSFT
19861010,MSFT,MSFT
19861013,MSFT,MSFT
19861014,MSFT,MSFT
19861015,MSFT,MSFT
19861016,MSFT,MSFT
19861017,MSFT,MSFT
19861020,MSFT,MSFT
19861021,MSFT,MSFT
19861022,MSFT,MSFT
19861023,MSFT,MSFT
19861024,MSFT,MSFT
19861027,MSFT,MSFT
19861028,MSFT,MSFT
19861029,MSFT,MSFT
19861030,MSFT,MSFT
19861031,MSFT,MSFT
19861103,MSFT,MSFT
19861104,MSFT,MSFT
19861105,MSFT,MSFT
19861106,MSFT,MSFT
19861107,MSFT,MSFT
19861110,MSFT,MSFT
19861111,MSFT,MSFT
19861112,MSFT,MSFT
19861113,MSFT,MSFT
19861114,MSFT,MSFT
19861117,MSFT,MSFT
19861118,MSFT,MSFT
19861119,MSFT,MSFT
19861120,MSFT,MSFT
19861121,MSFT,MSFT
19861124,MSFT,MSFT
19861125,MSFT,MSFT
19861126,MSFT,MSFT
19861128,MSFT,MSFT
19861201,MSFT,MSFT
19861202,MSFT,MSFT
19861203,MSFT,MSFT
19861204,MSFT,MSFT
19861205,MSFT,MSFT
19861208,MSFT,MSFT
19861209,MSFT,MSFT
19861210,MSFT,MSFT
19861211,MSFT,MSFT
19861212,MSFT,MSFT
19861215,MSFT,MSFT
19861216,MSFT,MSFT
19861217,MSFT,MSFT
19861218,MSFT,MSFT
19861219,MSFT,MSFT
19861222,MSFT,MSFT
19861223,MSFT,MSFT
19861224,MSFT,MSFT
19861226,MSFT,MSFT
19861229,MSFT,MSFT
19861230,MSFT,MSFT
19861231,MSFT,MSFT
19870102,MSFT,MSFT
19870105,MSFT,MSFT
19870106,MSFT,MSFT
19870107,MSFT,MSFT
19870108,MSFT,MSFT
19870109,MSFT,MSFT
19870112,MSFT,MSFT
19870113,MSFT,MSFT
19870114,MSFT,MSFT
19870115,MSFT,MSFT
19870116,MSFT,MSFT
19870119,MSFT,MSFT
19870120,MSFT,MSFT
19870121,MSFT,MSFT
19870122,MSFT,MSFT
19870123,MSFT,MSFT
19870126,MSFT,MSFT
19870127,MSFT,MSFT
19870128,MSFT,MSFT
19870129,MSFT,MSFT
19870130,MSFT,MSFT
19870202,MSFT,MSFT
19870203,MSFT,MSFT
19870204,MSFT,MSFT
19870205,MSFT,MSFT
19870206,MSFT,MSFT
19870209,MSFT,MSFT
19870210,MSFT,MSFT
19870211,MSFT,MSFT
19870212,MSFT,MSFT
19870213,MSFT,MSFT
19870217,MSFT,MSFT
19870218,MSFT,MSFT
19870219,MSFT,MSFT
19870220,MSFT,MSFT
19870223,MSFT,MSFT
19870224,MSFT,MSFT
19870225,MSFT,MSFT
19870226,MSFT,MSFT
19870227,MSFT,MSFT
19870302,MSFT,MSFT
19870303,MSFT,MSFT
19870304,MSFT,MSFT
19870305,MSFT,MSFT
19870306,MSFT,MSFT
19870309,MSFT,MSFT
19870310,MSFT,MSFT
19870311,MSFT,MSFT
19870312,MSFT,MSFT
19870313,MSFT,MSFT
19870316,MSFT,MSFT
19870317,MSFT,MSFT
19870318,MSFT,MSFT
19870319,MSFT,MSFT
19870320,MSFT,MSFT
19870323,MSFT,MSFT
19870324,MSFT,MSFT
19870325,MSFT,MSFT
19870326,MSFT,MSFT
19870327,MSFT,MSFT
19870330,MSFT,MSFT
19870331,MSFT,MSFT
19870401,MSFT,MSFT
19870402,MSFT,MSFT
19870403,MSFT,MSFT
19870406,MSFT,MSFT
19870407,MSFT,MSFT
19870408,MSFT,MSFT
19870409,MSFT,MSFT
