19620102,IBM,IBM
19620103,IBM,IBM
19620104,IBM,IBM
19620105,IBM,IBM
19620108,IBM,IBM
19620109,IBM,IBM
19620110,IBM,IBM
19620111,IBM,IBM
19620112,IBM,IBM
19620115,IBM,IBM
19620116,IBM,IBM
19620117,IBM,IBM
19620118,IBM,IBM
19620119,IBM,IBM
19620122,IBM,IBM
19620123,IBM,IBM
19620124,IBM,IBM
19620125,IBM,IBM
19620126,IBM,IBM
19620129,IBM,IBM
19620130,IBM,IBM
19620131,IBM,IBM
19620201,IBM,IBM
19620202,IBM,IBM
19620205,IBM,IBM
19620206,IBM,IBM
19620207,IBM,IBM
19620208,IBM,IBM
19620209,IBM,IBM
19620212,IBM,IBM
19620213,IBM,IBM
19620214,IBM,IBM
19620215,IBM,IBM
19620216,IBM,IBM
19620219,IBM,IBM
19620220,IBM,IBM
19620221,IBM,IBM
19620223,IBM,IBM
19620226,IBM,IBM
19620227,IBM,IBM
19620228,IBM,IBM
19620301,IBM,IBM
19620302,IBM,IBM
19620305,IBM,IBM
19620306,IBM,IBM
19620307,IBM,IBM
19620308,IBM,IBM
19620309,IBM,IBM
19620312,IBM,IBM
19620313,IBM,IBM
19620314,IBM,IBM
19620315,IBM,IBM
19620316,IBM,IBM
19620319,IBM,IBM
19620320,IBM,IBM
19620321,IBM,IBM
19620322,IBM,IBM
19620323,IBM,IBM
19620326,IBM,IBM
19620327,IBM,IBM
19620328,IBM,IBM
19620329,IBM,IBM
19620330,IBM,IBM
19620402,IBM,IBM
19620403,IBM,IBM
19620404,IBM,IBM
19620405,IBM,IBM
19620406,IBM,IBM
19620409,IBM,IBM
19620410,IBM,IBM
19620411,IBM,IBM
19620412,IBM,IBM
19620413,IBM,IBM
19620416,IBM,IBM
19620417,IBM,IBM
19620418,IBM,IBM
19620419,IBM,IBM
19620423,IBM,IBM
19620424,IBM,IBM
19620425,IBM,IBM
19620426,IBM,IBM
19620427,IBM,IBM
19620430,IBM,IBM
19620501,IBM,IBM
19620502,IBM,IBM
19620503,IBM,IBM
19620504,IBM,IBM
19620507,IBM,IBM
19620508,IBM,IBM
19620509,IBM,IBM
19620510,IBM,IBM
